interaction_id,Interaction_Time,Department,User_Role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,Feedback_Category,Speed_Performance,AI_Success_Flag
INT-100498,21:31.9,Sales,Manager,What is customer churn rate?,Sales,Profit Margin,Descriptive,0.8,2346,3,High,Neutral,Slow,High Performance
INT-100558,13:31.9,Sales,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Predictive,0.9,1317,2,Low,Negative,Slow,Review Needed
INT-100576,26:31.9,Marketing,Intern,Show monthly revenue trend,Revenue,ROI,Descriptive,0.9,1306,2,Low,Negative,Slow,Review Needed
INT-100690,59:31.9,Operations,Executive,Forecast next quarter revenue,Sales,ROI,Descriptive,0.8,1901,4,High,Positive,Slow,High Performance
INT-100701,29:31.9,Finance,Analyst,Which campaign had highest ROI?,Customer,Churn Rate,Descriptive,0.6,2238,1,Low,Negative,Slow,Review Needed
INT-100814,32:31.9,Marketing,Executive,Show monthly revenue trend,Revenue,Revenue,Trend Analysis,0.9,948,2,Medium,Negative,Slow,Review Needed
INT-100842,06:31.9,Sales,Manager,Compare sales performance by region,Marketing,Churn Rate,Predictive,0.8,1507,0,Medium,No Rating,Slow,Review Needed
INT-100856,16:31.9,Finance,Manager,What is customer churn rate?,Marketing,Profit Margin,Descriptive,0.9,356,3,Medium,Neutral,Fast,High Performance
INT-100887,28:31.9,Operations,Manager,Which campaign had highest ROI?,Finance,Conversion Rate,Descriptive,0.7,849,3,Low,Neutral,Slow,High Performance
INT-100929,29:31.9,Operations,Intern,Forecast next quarter revenue,Finance,Conversion Rate,Trend Analysis,0.9,479,0,Low,No Rating,Fast,Review Needed
INT-101115,09:31.9,HR,Intern,Show monthly revenue trend,Customer,Revenue,Descriptive,0.6,2313,1,Medium,Negative,Slow,Review Needed
INT-101091,57:31.9,Finance,Analyst,What is customer churn rate?,Sales,ROI,Trend Analysis,0.7,637,1,Low,Negative,Slow,Review Needed
INT-101301,08:31.9,Marketing,Analyst,Show monthly revenue trend,Revenue,Conversion Rate,Predictive,1,703,0,Medium,No Rating,Slow,Review Needed
INT-101323,38:31.9,Operations,Analyst,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.8,774,2,High,Negative,Slow,Review Needed
INT-101277,15:31.9,Operations,Executive,What is customer churn rate?,Finance,Conversion Rate,Predictive,0.8,2086,1,Medium,Negative,Slow,Review Needed
INT-101289,36:31.9,Operations,Manager,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,1,1120,0,Medium,No Rating,Slow,Review Needed
INT-101253,23:31.9,HR,Analyst,Compare sales performance by region,Finance,Conversion Rate,Predictive,1,1546,5,High,Positive,Slow,High Performance
INT-101190,32:31.9,Operations,Intern,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.8,357,5,Medium,Positive,Fast,High Performance
INT-101465,11:31.9,Finance,Analyst,Which campaign had highest ROI?,Sales,Revenue,Descriptive,0.9,1903,1,High,Negative,Slow,Review Needed
INT-101412,49:31.9,HR,Analyst,Which campaign had highest ROI?,Marketing,Profit Margin,Descriptive,0.8,1027,0,Medium,No Rating,Slow,Review Needed
INT-101344,21:31.9,Marketing,Manager,Forecast next quarter revenue,Customer,Churn Rate,Descriptive,0.7,2018,4,Medium,Positive,Slow,High Performance
INT-102157,28:31.9,HR,Executive,Forecast next quarter revenue,Customer,ROI,Predictive,0.9,2362,3,Low,Neutral,Slow,High Performance
INT-102219,59:31.9,Operations,Intern,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.8,2295,3,nan,Neutral,Slow,High Performance
INT-101594,53:31.9,Operations,Analyst,Compare sales performance by region,Customer,Revenue,Trend Analysis,0.8,1909,4,Medium,Positive,Slow,High Performance
INT-101532,28:31.9,Sales,Intern,Compare sales performance by region,Customer,Profit Margin,Descriptive,0.7,1797,2,Medium,Negative,Slow,Review Needed
INT-101524,35:31.9,Finance,Executive,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.7,390,0,Low,No Rating,Fast,Review Needed
INT-101790,17:31.9,Marketing,Analyst,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.6,1912,5,Medium,Positive,Slow,High Performance
INT-101848,34:31.9,HR,Executive,What is customer churn rate?,Marketing,Churn Rate,Trend Analysis,0.6,2393,5,Low,Positive,Slow,High Performance
INT-101891,17:31.9,Finance,Manager,Compare sales performance by region,Sales,Revenue,Trend Analysis,0.9,2012,0,Medium,No Rating,Slow,Review Needed
INT-101904,16:31.9,HR,Intern,Forecast next quarter revenue,Finance,Revenue,Predictive,0.9,1054,2,nan,Negative,Slow,Review Needed
INT-102713,43:31.9,Marketing,Executive,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.8,994,3,Low,Neutral,Slow,High Performance
INT-102795,11:31.9,HR,Manager,Which campaign had highest ROI?,Revenue,Conversion Rate,Descriptive,0.7,2427,4,High,Positive,Slow,High Performance
INT-102673,58:31.9,HR,Executive,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.8,271,4,High,Positive,Instant,High Performance
INT-102578,20:31.9,Sales,Executive,Compare sales performance by region,Revenue,Profit Margin,Predictive,0.7,1387,4,Medium,Positive,Slow,High Performance
INT-102459,12:31.9,Marketing,Analyst,Compare sales performance by region,Customer,ROI,Predictive,0.6,704,4,Medium,Positive,Slow,High Performance
INT-102470,22:31.9,Sales,Analyst,What is customer churn rate?,Finance,ROI,Descriptive,0.9,1401,5,Medium,Positive,Slow,High Performance
INT-102506,32:31.9,Operations,Executive,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.8,1807,3,Medium,Neutral,Slow,High Performance
INT-102537,00:31.9,Finance,Executive,What is customer churn rate?,Customer,Churn Rate,Descriptive,0.6,1392,5,Low,Positive,Slow,High Performance
INT-102393,04:31.9,Operations,Intern,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.9,829,4,Low,Positive,Slow,High Performance
INT-102845,53:31.9,Sales,Analyst,Show monthly revenue trend,Marketing,ROI,Predictive,0.9,1164,3,Medium,Neutral,Slow,High Performance
INT-102926,52:31.9,HR,Intern,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.9,1216,1,Low,Negative,Slow,Review Needed
INT-103109,20:31.9,Finance,Analyst,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.9,1588,1,High,Negative,Slow,Review Needed
INT-103112,12:31.9,Operations,Manager,Forecast next quarter revenue,Finance,ROI,Descriptive,0.9,1111,4,Medium,Positive,Slow,High Performance
INT-103185,26:31.9,Finance,Analyst,Forecast next quarter revenue,Marketing,Profit Margin,Descriptive,0.6,850,5,Medium,Positive,Slow,High Performance
INT-100703,21:31.9,HR,Manager,Compare sales performance by region,Revenue,Churn Rate,Trend Analysis,0.7,344,3,High,Neutral,Fast,High Performance
INT-100613,20:31.9,Finance,Intern,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.9,921,1,High,Negative,Slow,Review Needed
INT-100422,54:31.9,Marketing,Analyst,Forecast next quarter revenue,Marketing,Profit Margin,Trend Analysis,0.9,1471,5,Medium,Positive,Slow,High Performance
INT-100399,53:31.9,Marketing,Intern,Compare sales performance by region,Marketing,Churn Rate,Predictive,0.9,2461,4,nan,Positive,Slow,High Performance
INT-100360,58:31.9,HR,Analyst,Show monthly revenue trend,Customer,Profit Margin,Trend Analysis,0.6,319,1,Medium,Negative,Fast,Review Needed
INT-100138,13:31.9,Marketing,Executive,Which campaign had highest ROI?,Customer,Conversion Rate,Trend Analysis,0.9,2065,5,High,Positive,Slow,High Performance
INT-100082,53:31.9,Operations,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.7,2247,2,Medium,Negative,Slow,Review Needed
INT-100003,01:31.9,Operations,Analyst,Compare sales performance by region,Marketing,Conversion Rate,Trend Analysis,0.8,2499,4,nan,Positive,Slow,High Performance
INT-100230,52:31.9,Marketing,Manager,What is customer churn rate?,Revenue,ROI,Descriptive,0.7,661,0,Low,No Rating,Slow,Review Needed
INT-100144,54:31.9,HR,Analyst,What is customer churn rate?,Customer,Revenue,Descriptive,0.7,288,1,nan,Negative,Instant,Review Needed
INT-100175,39:31.9,Marketing,Intern,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.9,2274,5,nan,Positive,Slow,High Performance
INT-101356,01:31.9,Finance,Analyst,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.7,404,3,Low,Neutral,Fast,High Performance
INT-101427,25:31.9,Finance,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,0.9,1351,0,Medium,No Rating,Slow,Review Needed
INT-101416,06:31.9,Sales,Analyst,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.8,2477,2,nan,Negative,Slow,Review Needed
INT-101434,16:31.9,HR,Analyst,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.8,1368,5,High,Positive,Slow,High Performance
INT-101196,21:31.9,Marketing,Executive,Show monthly revenue trend,Customer,Profit Margin,Descriptive,0.6,1587,4,Low,Positive,Slow,High Performance
INT-101297,54:31.9,Finance,Manager,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.7,1240,0,Medium,No Rating,Slow,Review Needed
INT-101306,29:31.9,HR,Intern,Show monthly revenue trend,Sales,ROI,Descriptive,0.6,2114,3,Low,Neutral,Slow,High Performance
INT-101069,46:31.9,Sales,Manager,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.8,1666,5,Medium,Positive,Slow,High Performance
INT-100963,54:31.9,Operations,Intern,What is customer churn rate?,Marketing,Conversion Rate,Predictive,0.8,2324,3,Low,Neutral,Slow,High Performance
INT-100807,24:31.9,Finance,Analyst,Forecast next quarter revenue,Customer,Profit Margin,Trend Analysis,0.8,2269,4,Low,Positive,Slow,High Performance
INT-100764,00:31.9,Marketing,Analyst,What is customer churn rate?,Revenue,ROI,Trend Analysis,0.7,1163,2,High,Negative,Slow,Review Needed
INT-101924,49:31.9,HR,Intern,What is customer churn rate?,Finance,ROI,Trend Analysis,0.6,1929,4,High,Positive,Slow,High Performance
INT-101860,18:31.9,Finance,Manager,What is customer churn rate?,Customer,Profit Margin,Predictive,0.8,255,4,nan,Positive,Instant,High Performance
INT-101994,48:31.9,Marketing,Analyst,Show monthly revenue trend,Sales,Profit Margin,Trend Analysis,0.6,418,4,Low,Positive,Fast,High Performance
INT-102083,45:31.9,HR,Intern,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.7,615,0,High,No Rating,Slow,Review Needed
INT-102058,10:31.9,HR,Executive,What is customer churn rate?,Customer,Conversion Rate,Descriptive,0.9,446,0,Low,No Rating,Fast,Review Needed
INT-101746,54:31.9,Marketing,Analyst,Which campaign had highest ROI?,Revenue,Revenue,Trend Analysis,0.8,2236,3,High,Neutral,Slow,High Performance
INT-101747,32:31.9,Finance,Manager,Show monthly revenue trend,Marketing,Churn Rate,Predictive,0.8,1121,4,High,Positive,Slow,High Performance
INT-101517,45:31.9,Finance,Executive,Compare sales performance by region,Sales,Conversion Rate,Descriptive,0.9,2005,3,nan,Neutral,Slow,High Performance
INT-101560,15:31.9,HR,Intern,Forecast next quarter revenue,Marketing,Profit Margin,Trend Analysis,0.8,1691,5,Medium,Positive,Slow,High Performance
INT-102225,21:31.9,Sales,Intern,What is customer churn rate?,Customer,Revenue,Predictive,1,611,3,nan,Neutral,Slow,High Performance
INT-102212,47:31.9,Operations,Manager,Compare sales performance by region,Customer,Conversion Rate,Trend Analysis,0.8,932,0,Low,No Rating,Slow,Review Needed
INT-102185,28:31.9,Sales,Manager,Compare sales performance by region,Revenue,Revenue,Predictive,0.9,1901,2,nan,Negative,Slow,Review Needed
INT-102132,41:31.9,Marketing,Executive,What is customer churn rate?,Revenue,ROI,Predictive,0.6,2062,3,Low,Neutral,Slow,High Performance
INT-102261,26:31.9,HR,Manager,Compare sales performance by region,Revenue,Churn Rate,Predictive,0.9,1102,4,Medium,Positive,Slow,High Performance
INT-102938,02:31.9,Sales,Manager,Show monthly revenue trend,Sales,ROI,Trend Analysis,0.6,917,1,Medium,Negative,Slow,Review Needed
INT-102966,42:31.9,Finance,Manager,What is customer churn rate?,Customer,ROI,Descriptive,0.9,1323,2,Medium,Negative,Slow,Review Needed
INT-102960,30:31.9,Marketing,Intern,Show monthly revenue trend,Revenue,ROI,Descriptive,0.9,992,5,Medium,Positive,Slow,High Performance
INT-102946,00:31.9,HR,Executive,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.6,1979,2,Low,Negative,Slow,Review Needed
INT-103039,29:31.9,Sales,Analyst,Forecast next quarter revenue,Finance,Profit Margin,Trend Analysis,0.9,1824,2,Medium,Negative,Slow,Review Needed
INT-102403,57:31.9,Marketing,Executive,What is customer churn rate?,Finance,Churn Rate,Predictive,0.8,2145,4,Medium,Positive,Slow,High Performance
INT-102342,40:31.9,Operations,Executive,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.8,720,3,Low,Neutral,Slow,High Performance
INT-102541,53:31.9,Finance,Intern,Compare sales performance by region,Finance,Churn Rate,Trend Analysis,0.8,1510,3,High,Neutral,Slow,High Performance
INT-102478,14:31.9,Operations,Analyst,What is customer churn rate?,Marketing,ROI,Descriptive,0.8,601,2,Medium,Negative,Slow,Review Needed
INT-102464,41:31.9,Finance,Manager,Compare sales performance by region,Sales,Revenue,Predictive,0.8,1027,4,nan,Positive,Slow,High Performance
INT-102453,26:31.9,HR,Intern,Show monthly revenue trend,Customer,Profit Margin,Descriptive,0.8,331,4,Low,Positive,Fast,High Performance
INT-102696,43:31.9,Finance,Analyst,Compare sales performance by region,Marketing,Revenue,Predictive,0.9,823,1,Medium,Negative,Slow,Review Needed
INT-102640,26:31.9,Finance,Analyst,Which campaign had highest ROI?,Marketing,Revenue,Predictive,0.6,1916,3,nan,Neutral,Slow,High Performance
INT-102814,59:31.9,HR,Executive,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.7,1901,3,High,Neutral,Slow,High Performance
INT-103126,40:31.9,Finance,Executive,Compare sales performance by region,Marketing,Revenue,Descriptive,0.7,2452,3,nan,Neutral,Slow,High Performance
INT-103048,56:31.9,Marketing,Manager,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,1,619,3,Medium,Neutral,Slow,High Performance
INT-100202,54:31.9,Sales,Analyst,Compare sales performance by region,Finance,Churn Rate,Predictive,0.6,1157,3,Medium,Neutral,Slow,High Performance
INT-100325,18:31.9,Sales,Executive,Show monthly revenue trend,Customer,Churn Rate,Descriptive,0.9,1342,4,Low,Positive,Slow,High Performance
INT-100425,00:31.9,Marketing,Intern,Which campaign had highest ROI?,Revenue,Revenue,Descriptive,0.9,2380,3,Medium,Neutral,Slow,High Performance
INT-100441,34:31.9,Operations,Executive,Which campaign had highest ROI?,Revenue,Revenue,Descriptive,0.8,2086,5,Low,Positive,Slow,High Performance
INT-100499,36:31.9,Sales,Executive,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.6,2224,3,Medium,Neutral,Slow,High Performance
INT-100523,20:31.9,Finance,Intern,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.7,224,2,Medium,Negative,Instant,Review Needed
INT-100614,41:31.9,Sales,Manager,Compare sales performance by region,Marketing,ROI,Descriptive,0.8,1974,1,Low,Negative,Slow,Review Needed
INT-100640,41:31.9,HR,Analyst,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.9,956,2,Medium,Negative,Slow,Review Needed
INT-100765,07:31.9,HR,Manager,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.6,1392,0,High,No Rating,Slow,Review Needed
INT-100884,34:31.9,Sales,Executive,Compare sales performance by region,Revenue,Revenue,Trend Analysis,0.6,688,3,nan,Neutral,Slow,High Performance
INT-100899,03:31.9,Finance,Executive,Show monthly revenue trend,Marketing,Revenue,Descriptive,0.9,1307,4,Medium,Positive,Slow,High Performance
INT-101111,02:31.9,HR,Manager,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.9,1424,2,High,Negative,Slow,Review Needed
INT-101286,51:31.9,Finance,Analyst,What is customer churn rate?,Finance,ROI,Trend Analysis,0.7,2490,3,Low,Neutral,Slow,High Performance
INT-101210,22:31.9,Operations,Executive,Which campaign had highest ROI?,Revenue,ROI,Predictive,0.9,2308,3,nan,Neutral,Slow,High Performance
INT-101456,35:31.9,Finance,Manager,What is customer churn rate?,Customer,Churn Rate,Trend Analysis,1,1298,0,Medium,No Rating,Slow,Review Needed
INT-101393,29:31.9,Finance,Analyst,Forecast next quarter revenue,Finance,Churn Rate,Trend Analysis,0.7,1467,0,Medium,No Rating,Slow,Review Needed
INT-101368,51:31.9,HR,Manager,Show monthly revenue trend,Revenue,ROI,Predictive,0.7,1038,0,Low,No Rating,Slow,Review Needed
INT-101391,54:31.9,Sales,Analyst,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.8,328,2,Medium,Negative,Fast,Review Needed
INT-101498,13:31.9,HR,Manager,Compare sales performance by region,Revenue,Conversion Rate,Descriptive,0.7,402,5,Medium,Positive,Fast,High Performance
INT-102272,46:31.9,Operations,Executive,Show monthly revenue trend,Marketing,Profit Margin,Predictive,0.9,2006,4,High,Positive,Slow,High Performance
INT-102101,04:31.9,HR,Manager,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.8,1914,3,nan,Neutral,Slow,High Performance
INT-101561,16:31.9,Marketing,Intern,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.6,1661,4,Medium,Positive,Slow,High Performance
INT-101585,18:31.9,HR,Analyst,Forecast next quarter revenue,Marketing,Churn Rate,Descriptive,0.7,1947,0,Medium,No Rating,Slow,Review Needed
INT-101609,51:31.9,Finance,Intern,Show monthly revenue trend,Revenue,Churn Rate,Predictive,1,687,0,Medium,No Rating,Slow,Review Needed
INT-101654,55:31.9,HR,Intern,Show monthly revenue trend,Finance,Revenue,Trend Analysis,0.6,487,4,High,Positive,Fast,High Performance
INT-101643,18:31.9,Sales,Intern,What is customer churn rate?,Sales,Revenue,Trend Analysis,0.8,2238,2,Medium,Negative,Slow,Review Needed
INT-101713,10:31.9,Marketing,Manager,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.9,1202,1,Low,Negative,Slow,Review Needed
INT-101724,09:31.9,Operations,Intern,Compare sales performance by region,Revenue,Revenue,Predictive,0.8,2366,0,Medium,No Rating,Slow,Review Needed
INT-102022,12:31.9,Marketing,Manager,Show monthly revenue trend,Sales,ROI,Trend Analysis,0.7,1605,4,Low,Positive,Slow,High Performance
INT-101993,47:31.9,HR,Intern,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.7,2099,3,Medium,Neutral,Slow,High Performance
INT-101955,00:31.9,HR,Manager,Show monthly revenue trend,Revenue,ROI,Predictive,0.9,1045,3,Low,Neutral,Slow,High Performance
INT-101960,34:31.9,Marketing,Executive,Compare sales performance by region,Finance,ROI,Descriptive,0.8,1297,3,Medium,Neutral,Slow,High Performance
INT-101871,02:31.9,Operations,Manager,What is customer churn rate?,Sales,Conversion Rate,Descriptive,1,2373,3,Medium,Neutral,Slow,High Performance
INT-101932,47:31.9,HR,Intern,Show monthly revenue trend,Customer,ROI,Predictive,0.8,1752,2,nan,Negative,Slow,Review Needed
INT-101897,08:31.9,Marketing,Intern,Compare sales performance by region,Sales,Profit Margin,Trend Analysis,0.7,1489,2,Medium,Negative,Slow,Review Needed
INT-102839,40:31.9,Operations,Manager,Which campaign had highest ROI?,Customer,Profit Margin,Trend Analysis,0.9,2205,4,Medium,Positive,Slow,High Performance
INT-102679,06:31.9,Operations,Intern,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.6,1601,4,Medium,Positive,Slow,High Performance
INT-102568,31:31.9,Operations,Intern,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.6,1276,3,Medium,Neutral,Slow,High Performance
INT-102582,50:31.9,Operations,Manager,What is customer churn rate?,Customer,Revenue,Predictive,0.6,696,3,Medium,Neutral,Slow,High Performance
INT-102625,49:31.9,Marketing,Analyst,What is customer churn rate?,Sales,ROI,Predictive,0.9,1875,3,Medium,Neutral,Slow,High Performance
INT-102479,25:31.9,Sales,Analyst,Show monthly revenue trend,Marketing,Conversion Rate,Trend Analysis,0.9,263,3,nan,Neutral,Instant,High Performance
INT-102285,46:31.9,HR,Executive,Compare sales performance by region,Finance,Churn Rate,Descriptive,0.7,395,5,Medium,Positive,Fast,High Performance
INT-103036,09:31.9,Finance,Intern,Show monthly revenue trend,Finance,Revenue,Trend Analysis,0.8,1862,1,High,Negative,Slow,Review Needed
INT-102919,35:31.9,Finance,Analyst,Show monthly revenue trend,Sales,Churn Rate,Descriptive,0.6,649,2,Low,Negative,Slow,Review Needed
INT-102889,30:31.9,Finance,Analyst,Forecast next quarter revenue,Revenue,Revenue,Descriptive,0.8,1073,4,Low,Positive,Slow,High Performance
INT-100683,43:31.9,Marketing,Executive,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.8,2429,3,Low,Neutral,Slow,High Performance
INT-100592,41:31.9,Operations,Executive,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.8,1049,0,Medium,No Rating,Slow,Review Needed
INT-100748,04:31.9,Sales,Analyst,Show monthly revenue trend,Sales,ROI,Descriptive,0.7,201,0,High,No Rating,Instant,Review Needed
INT-100550,11:31.9,Finance,Executive,Which campaign had highest ROI?,Marketing,ROI,Trend Analysis,0.6,1937,3,High,Neutral,Slow,High Performance
INT-100233,47:31.9,HR,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.7,333,4,Medium,Positive,Fast,High Performance
INT-100222,49:31.9,Finance,Intern,What is customer churn rate?,Revenue,Churn Rate,Trend Analysis,0.8,819,4,Medium,Positive,Slow,High Performance
INT-100033,42:31.9,Sales,Executive,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.6,564,3,Low,Neutral,Fast,High Performance
INT-100066,46:31.9,Marketing,Executive,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.6,1274,5,Low,Positive,Slow,High Performance
INT-101473,16:31.9,Operations,Manager,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.7,1187,3,Medium,Neutral,Slow,High Performance
INT-101423,55:31.9,Finance,Intern,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,1,751,3,High,Neutral,Slow,High Performance
INT-101214,51:31.9,Sales,Manager,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.9,548,2,High,Negative,Fast,Review Needed
INT-101192,43:31.9,Operations,Intern,What is customer churn rate?,Marketing,Revenue,Trend Analysis,0.7,1677,4,Low,Positive,Slow,High Performance
INT-101283,09:31.9,Marketing,Manager,Forecast next quarter revenue,Customer,Revenue,Descriptive,0.7,2239,5,Medium,Positive,Slow,High Performance
INT-101109,23:31.9,Finance,Executive,Forecast next quarter revenue,Revenue,Revenue,Descriptive,0.8,1308,1,Low,Negative,Slow,Review Needed
INT-100879,08:31.9,Finance,Manager,Compare sales performance by region,Customer,Profit Margin,Trend Analysis,0.7,746,4,Medium,Positive,Slow,High Performance
INT-100861,51:31.9,Marketing,Manager,What is customer churn rate?,Sales,Profit Margin,Descriptive,0.8,1652,1,Low,Negative,Slow,Review Needed
INT-100906,40:31.9,Operations,Analyst,Which campaign had highest ROI?,Revenue,Profit Margin,Descriptive,0.9,424,0,High,No Rating,Fast,Review Needed
INT-101011,42:31.9,Finance,Intern,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.8,2437,3,nan,Neutral,Slow,High Performance
INT-101031,50:31.9,Marketing,Analyst,What is customer churn rate?,Finance,Profit Margin,Predictive,0.9,1386,1,Medium,Negative,Slow,Review Needed
INT-101890,33:31.9,Finance,Intern,Show monthly revenue trend,Sales,Profit Margin,Descriptive,0.7,1504,2,Low,Negative,Slow,Review Needed
INT-102004,20:31.9,Operations,Intern,Which campaign had highest ROI?,Finance,Conversion Rate,Predictive,0.7,407,3,Low,Neutral,Fast,High Performance
INT-102055,08:31.9,HR,Intern,Show monthly revenue trend,Sales,Churn Rate,Trend Analysis,0.7,611,2,Medium,Negative,Slow,Review Needed
INT-101564,15:31.9,Sales,Analyst,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.7,421,5,Low,Positive,Fast,High Performance
INT-101544,26:31.9,Finance,Analyst,Compare sales performance by region,Revenue,ROI,Trend Analysis,1,802,4,Low,Positive,Slow,High Performance
INT-102149,17:31.9,HR,Executive,Which campaign had highest ROI?,Revenue,Revenue,Predictive,0.7,546,3,Medium,Neutral,Fast,High Performance
INT-102146,43:31.9,Marketing,Intern,Compare sales performance by region,Finance,Revenue,Trend Analysis,0.7,265,3,Medium,Neutral,Instant,High Performance
INT-102189,44:31.9,Operations,Executive,Which campaign had highest ROI?,Marketing,ROI,Descriptive,0.8,314,3,Medium,Neutral,Fast,High Performance
INT-102183,22:31.9,Finance,Manager,Compare sales performance by region,Customer,ROI,Trend Analysis,0.9,2235,0,High,No Rating,Slow,Review Needed
INT-102179,37:31.9,Finance,Intern,Compare sales performance by region,Customer,Conversion Rate,Trend Analysis,0.8,979,5,Medium,Positive,Slow,High Performance
INT-102904,38:31.9,Sales,Intern,What is customer churn rate?,Customer,Churn Rate,Descriptive,0.6,1808,4,Medium,Positive,Slow,High Performance
INT-102907,54:31.9,Sales,Manager,Compare sales performance by region,Finance,ROI,Descriptive,0.6,1507,3,High,Neutral,Slow,High Performance
INT-102871,28:31.9,Sales,Executive,Forecast next quarter revenue,Customer,Churn Rate,Descriptive,0.8,1299,2,Medium,Negative,Slow,Review Needed
INT-102921,56:31.9,Operations,Intern,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.6,1735,0,Medium,No Rating,Slow,Review Needed
INT-102924,35:31.9,HR,Manager,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.9,517,5,High,Positive,Fast,High Performance
INT-102932,13:31.9,Sales,Analyst,Compare sales performance by region,Finance,ROI,Descriptive,0.9,2273,5,Low,Positive,Slow,High Performance
INT-103011,31:31.9,HR,Intern,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.9,1861,2,Low,Negative,Slow,Review Needed
INT-102381,00:31.9,Sales,Analyst,Which campaign had highest ROI?,Marketing,ROI,Trend Analysis,0.6,869,4,nan,Positive,Slow,High Performance
INT-102385,46:31.9,Sales,Intern,Compare sales performance by region,Customer,Profit Margin,Predictive,0.6,1250,3,High,Neutral,Slow,High Performance
INT-102738,13:31.9,Sales,Executive,Show monthly revenue trend,Marketing,Profit Margin,Trend Analysis,0.6,1333,5,nan,Positive,Slow,High Performance
INT-103055,12:31.9,Marketing,Manager,What is customer churn rate?,Customer,Profit Margin,Descriptive,0.8,829,0,Medium,No Rating,Slow,Review Needed
INT-103082,57:31.9,HR,Intern,Compare sales performance by region,Marketing,Revenue,Predictive,0.6,1342,4,Medium,Positive,Slow,High Performance
INT-100046,29:31.9,Marketing,Analyst,Show monthly revenue trend,Customer,Profit Margin,Predictive,0.9,1637,4,Medium,Positive,Slow,High Performance
INT-100141,47:31.9,Operations,Intern,Forecast next quarter revenue,Sales,Conversion Rate,Trend Analysis,0.8,1834,1,Medium,Negative,Slow,Review Needed
INT-100128,12:31.9,Operations,Intern,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.9,562,5,Medium,Positive,Fast,High Performance
INT-100204,32:31.9,HR,Analyst,Compare sales performance by region,Customer,Conversion Rate,Descriptive,0.7,1913,5,High,Positive,Slow,High Performance
INT-100551,40:31.9,Marketing,Manager,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.8,684,4,High,Positive,Slow,High Performance
